asset_id,filename_target,category,asset_name,required_status,format_guidance,notes,final_filename,format,dimensions,status,ownership,production_notes
GG-BI-011,gg_bg_game_over_v001.png,background,Game over background,REQUIRED,4K PNG/JPG,Result state,gg_bg_game_over_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-012,gg_bg_continue_results_v001.png,background,Continue/results background,REQUIRED,4K PNG/JPG,Score/wave/bonus support,gg_bg_continue_results_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-013,gg_bg_campaign_menu_v001.png,background,Campaign menu background,PREFERRED,4K PNG/JPG,Campaign shell,gg_bg_campaign_menu_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-014,gg_bg_level_01_v001.png,background,Level 1 backdrop,REQUIRED,4K PNG/JPG,Readable combat backdrop,gg_bg_level_01_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-015,gg_bg_level_02_v001.png,background,Level 2 backdrop,REQUIRED,4K PNG/JPG,Readable combat backdrop,gg_bg_level_02_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-016,gg_bg_level_03_v001.png,background,Level 3 backdrop,REQUIRED,4K PNG/JPG,Readable combat backdrop,gg_bg_level_03_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-017,gg_bg_level_04_v001.png,background,Level 4 backdrop,REQUIRED,4K PNG/JPG,Readable combat backdrop,gg_bg_level_04_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-018,gg_bg_level_05_v001.png,background,Level 5 backdrop,REQUIRED,4K PNG/JPG,Readable combat backdrop,gg_bg_level_05_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-019,gg_bg_level_06_v001.png,background,Level 6 backdrop,REQUIRED,4K PNG/JPG,Readable combat backdrop,gg_bg_level_06_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-020,gg_bg_gameplay_fallback_v001.png,background,Generic fallback backdrop,REQUIRED,4K PNG/JPG,Safe fallback,gg_bg_gameplay_fallback_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-021,gg_boarding_bg_corridor_v001.png,boarding_bg,Boarding background corridor,REQUIRED,PNG/JPG,Interior backdrop,gg_boarding_bg_corridor_v001.png,PNG,2560x1440,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-022,gg_boarding_bg_engineering_v001.png,boarding_bg,Boarding background engineering,REQUIRED,PNG/JPG,Interior backdrop,gg_boarding_bg_engineering_v001.png,PNG,2560x1440,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-023,gg_boarding_bg_cargo_bay_v001.png,boarding_bg,Boarding background cargo bay,REQUIRED,PNG/JPG,Interior backdrop,gg_boarding_bg_cargo_bay_v001.png,PNG,2560x1440,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-024,gg_boarding_tiles_wall_a_v001.png,boarding_tiles,Wall tiles A,REQUIRED,PNG,Tileset family,gg_boarding_tiles_wall_a_v001.png,PNG,1024x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-025,gg_boarding_tiles_wall_b_v001.png,boarding_tiles,Wall tiles B,PREFERRED,PNG,Variant tileset,gg_boarding_tiles_wall_b_v001.png,PNG,1024x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-026,gg_boarding_tiles_floor_a_v001.png,boarding_tiles,Floor tiles A,REQUIRED,PNG,Tileset family,gg_boarding_tiles_floor_a_v001.png,PNG,1024x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-027,gg_boarding_tiles_floor_hazard_v001.png,boarding_tiles,Hazard floor tiles,REQUIRED,PNG,Hazard-striped variant,gg_boarding_tiles_floor_hazard_v001.png,PNG,1024x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-028,gg_boarding_tiles_ceiling_a_v001.png,boarding_tiles,Ceiling tiles,REQUIRED,PNG,Tileset family,gg_boarding_tiles_ceiling_a_v001.png,PNG,1024x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-029,gg_boarding_tiles_platform_a_v001.png,boarding_tiles,Platform tiles,REQUIRED,PNG,Platform gameplay,gg_boarding_tiles_platform_a_v001.png,PNG,1536x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-030,gg_boarding_tiles_catwalk_a_v001.png,boarding_tiles,Catwalk/grate tiles,REQUIRED,PNG,Platform gameplay,gg_boarding_tiles_catwalk_a_v001.png,PNG,1536x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-031,gg_boarding_tiles_support_strut_v001.png,boarding_tiles,Support strut tiles,PREFERRED,PNG,Environment support,gg_boarding_tiles_support_strut_v001.png,PNG,1024x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-032,gg_boarding_tiles_column_v001.png,boarding_tiles,Support column,REQUIRED,PNG,Environment support,gg_boarding_tiles_column_v001.png,PNG,1024x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-033,gg_boarding_door_standard_v001.png,boarding_transit,Standard door set,REQUIRED,PNG,Closed/open states if needed,gg_boarding_door_standard_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-034,gg_boarding_door_blast_v001.png,boarding_transit,Blast door set,REQUIRED,PNG,Hostile ship feel,gg_boarding_door_blast_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-035,gg_boarding_door_airlock_v001.png,boarding_transit,Airlock door set,REQUIRED,PNG,Entry/exit use,gg_boarding_door_airlock_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-036,gg_boarding_marker_entry_v001.png,boarding_transit,Boarding entry marker,REQUIRED,PNG,Dock/entry indicator,gg_boarding_marker_entry_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-037,gg_boarding_marker_exit_v001.png,boarding_transit,Boarding exit marker,REQUIRED,PNG,Return point indicator,gg_boarding_marker_exit_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-038,gg_boarding_console_wall_v001.png,boarding_props,Wall console set,REQUIRED,PNG,Tech prop,gg_boarding_console_wall_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-039,gg_boarding_console_terminal_v001.png,boarding_props,Terminal set,REQUIRED,PNG,Tech prop,gg_boarding_console_terminal_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-040,gg_boarding_prop_hologram_panel_v001.png,boarding_props,Hologram panel,PREFERRED,PNG,Tech prop,gg_boarding_prop_hologram_panel_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-041,gg_boarding_prop_warning_beacon_v001.png,boarding_props,Warning beacon,REQUIRED,PNG,Alarm/alert prop,gg_boarding_prop_warning_beacon_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-042,gg_boarding_prop_light_fixture_v001.png,boarding_props,Light fixture set,PREFERRED,PNG,Environment prop,gg_boarding_prop_light_fixture_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-043,gg_boarding_prop_pipe_conduit_v001.png,boarding_props,Pipe/conduit set,PREFERRED,PNG,Environment dressing,gg_boarding_prop_pipe_conduit_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-044,gg_boarding_prop_vent_grille_v001.png,boarding_props,Vent/grille set,PREFERRED,PNG,Environment dressing,gg_boarding_prop_vent_grille_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-045,gg_boarding_prop_crate_breakable_v001.png,boarding_props,Breakable crate,REQUIRED,PNG,Reward carrier,gg_boarding_prop_crate_breakable_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-046,gg_boarding_prop_barrel_breakable_v001.png,boarding_props,Breakable barrel,REQUIRED,PNG,Reward carrier,gg_boarding_prop_barrel_breakable_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-047,gg_boarding_prop_loot_canister_v001.png,boarding_props,Loot canister,REQUIRED,PNG,Reward carrier,gg_boarding_prop_loot_canister_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-048,gg_boarding_prop_cargo_container_v001.png,boarding_props,Cargo container,PREFERRED,PNG,Environment dressing,gg_boarding_prop_cargo_container_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-049,gg_boarding_prop_storage_rack_v001.png,boarding_props,Storage rack,PREFERRED,PNG,Environment dressing,gg_boarding_prop_storage_rack_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-050,gg_boarding_prop_debris_set_v001.png,boarding_props,Decorative debris set,PREFERRED,PNG,Environment dressing,gg_boarding_prop_debris_set_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-051,gg_boarding_pickup_life_v001.png,boarding_pickups,Boarding extra life pickup,REQUIRED,PNG,Clear benefit,gg_boarding_pickup_life_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-052,gg_boarding_pickup_nuke_v001.png,boarding_pickups,Boarding nuke pickup,REQUIRED,PNG,Clear benefit,gg_boarding_pickup_nuke_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-053,gg_boarding_pickup_score_v001.png,boarding_pickups,Boarding score pickup,REQUIRED,PNG,Reward item,gg_boarding_pickup_score_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-054,gg_boarding_pickup_bonus_v001.png,boarding_pickups,Hidden bonus reveal item,PREFERRED,PNG,Reward item,gg_boarding_pickup_bonus_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-055,gg_boarding_fx_explosion_v001.png,boarding_fx,Boarding explosion sheet,PREFERRED,Sheet PNG,Platform combat support,gg_boarding_fx_explosion_v001.png,PNG,2048x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-056,gg_boarding_fx_muzzle_flash_v001.png,boarding_fx,Boarding muzzle flash sheet,PREFERRED,Sheet PNG,Platform combat support,gg_boarding_fx_muzzle_flash_v001.png,PNG,2048x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-057,gg_boarding_fx_pickup_burst_v001.png,boarding_fx,Pickup burst effect sheet,PREFERRED,Sheet PNG,Reward collection,gg_boarding_fx_pickup_burst_v001.png,PNG,2048x256,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-058,gg_boarding_ui_timer_frame_v001.png,boarding_ui,Boarding timer frame,REQUIRED,PNG,Self-destruct timer,gg_boarding_ui_timer_frame_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-059,gg_boarding_ui_warning_strip_v001.png,boarding_ui,Boarding warning strip,REQUIRED,PNG,Countdown/warning support,gg_boarding_ui_warning_strip_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-060,gg_boarding_ui_tally_panel_v001.png,boarding_ui,Boarding reward tally panel,PREFERRED,PNG,Summary support,gg_boarding_ui_tally_panel_v001.png,PNG,512x512,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-061,gg_ui_campaign_progress_panel_v001.png,ui,Campaign progress panel,REQUIRED,PNG,Level progression shell,gg_ui_campaign_progress_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-062,gg_ui_level_intro_panel_v001.png,ui,Level intro panel,REQUIRED,PNG,Level entry shell,gg_ui_level_intro_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-063,gg_ui_continue_results_panel_v001.png,ui,Continue/results panel,REQUIRED,PNG,Score/wave/bonus cells,gg_ui_continue_results_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-064,gg_ui_pause_panel_v001.png,ui,Pause panel,REQUIRED,PNG,Aligned buttons,gg_ui_pause_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-065,gg_ui_mission_cleared_panel_v001.png,ui,Mission-cleared panel,REQUIRED,PNG,Aligned buttons/cells,gg_ui_mission_cleared_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-066,gg_ui_game_over_panel_v001.png,ui,Game over panel,REQUIRED,PNG,Aligned buttons/score region,gg_ui_game_over_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-067,gg_ui_leaderboard_panel_v001.png,ui,Leaderboard panel,REQUIRED,PNG,Rank/name/score layout,gg_ui_leaderboard_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-068,gg_ui_name_entry_panel_v001.png,ui,Name-entry panel,REQUIRED,PNG,Premium entry surface,gg_ui_name_entry_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-069,gg_ui_admin_shell_header_v001.png,ui,Hidden admin shell header,PREFERRED,PNG,Admin route shell,gg_ui_admin_shell_header_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-070,gg_ui_score_frame_v001.png,ui,Score frame/title treatment,PREFERRED,PNG,Runtime polish,gg_ui_score_frame_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-071,gg_ui_button_main_menu_off_v001.png,buttons,Main menu button off,OPTIONAL,PNG,If separate state images needed,gg_ui_button_main_menu_off_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-072,gg_ui_button_main_menu_on_v001.png,buttons,Main menu button on,OPTIONAL,PNG,If separate state images needed,gg_ui_button_main_menu_on_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-073,gg_ui_button_replay_off_v001.png,buttons,Replay button off,OPTIONAL,PNG,If separate state images needed,gg_ui_button_replay_off_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-074,gg_ui_button_replay_on_v001.png,buttons,Replay button on,OPTIONAL,PNG,If separate state images needed,gg_ui_button_replay_on_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-075,gg_ui_button_next_off_v001.png,buttons,Next button off,OPTIONAL,PNG,If separate state images needed,gg_ui_button_next_off_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-076,gg_ui_button_next_on_v001.png,buttons,Next button on,OPTIONAL,PNG,If separate state images needed,gg_ui_button_next_on_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-077,gg_ui_button_try_again_off_v001.png,buttons,Try Again button off,OPTIONAL,PNG,If separate state images needed,gg_ui_button_try_again_off_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-078,gg_ui_button_try_again_on_v001.png,buttons,Try Again button on,OPTIONAL,PNG,If separate state images needed,gg_ui_button_try_again_on_v001.png,PNG,768x192,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-079,gg_key_art_primary_v001.png,marketing,Primary key art,REQUIRED,4K PNG/JPG,Promo master,gg_key_art_primary_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-080,gg_marketing_web_banner_v001.png,marketing,Website banner,REQUIRED,Wide PNG/JPG,Promo/web,gg_marketing_web_banner_v001.png,PNG,3840x1400,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-081,gg_marketing_social_banner_v001.png,marketing,Social banner,REQUIRED,Wide PNG/JPG,Promo/social,gg_marketing_social_banner_v001.png,PNG,3000x1000,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-082,gg_marketing_store_feature_v001.png,marketing,Store feature graphic,REQUIRED,PNG/JPG,Storefront use,gg_marketing_store_feature_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-083,gg_marketing_press_cover_v001.png,marketing,Press kit cover,PREFERRED,PNG/JPG,Press/supporting media,gg_marketing_press_cover_v001.png,PNG,2560x3200,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-084,gg_marketing_screenshot_frame_v001.png,marketing,Screenshot frame/callout,PREFERRED,PNG,Store screenshot support,gg_marketing_screenshot_frame_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-085,gg_bg_sector_transition_v001.png,optional,Sector transition art,OPTIONAL,PNG/JPG,Campaign continuity,gg_bg_sector_transition_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-086,gg_bg_loading_interstitial_v001.png,optional,Loading/interstitial art,OPTIONAL,PNG/JPG,Polish surface,gg_bg_loading_interstitial_v001.png,PNG,3840x2160,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-087,gg_ui_mode_select_panel_v001.png,optional,Mode-select panel,OPTIONAL,PNG,Future-proofing,gg_ui_mode_select_panel_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
GG-BI-088,gg_ui_event_level_placeholder_v001.png,optional,Event-level placeholder art,OPTIONAL,PNG,Future content support,gg_ui_event_level_placeholder_v001.png,PNG,1920x1080,COMPLETE,Owned/original (AI-assisted),Generated and/or deterministically composed for this pack; transparent where runtime isolation is required.
